Consorci Castell de Sant Ferran de Figueres	Departament de la Presidència	Delegat Territorial del Govern de la Generalitat a Girona	674
Fundació Centre de Recerca en Economia i Desenvolupament Agroalimentari UPC-IRTA (CREDA)	El director general de l'Institut de Recerca i Tecnologia Agroalimentàries, que és el vicepresident		4436
Agència Catalana del Patrimoni Cultural	Vocals en representació de diversos departaments de la Generalitat	Cap del Gabinet Tècnic del Departament de la Presidència	12658
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Representants de I'Administració de Ia Generalitat de Catalunya	Secretari general del Departament de Salut	2811
Servei Català de la Salut	El/la secretari/ària general del departament competent en salut que serà vicepresident/a primer/a	Secretari general del Departament de Salut	2811
Consorci per a l’explotació del Centre Nacional d’Anàlisi Genòmica (CNAG)	La persona titular del Departament compet en matèria de salut, o persona que designi	Secretari general del Departament de Salut	2811
Institut de Seguretat Pública de Catalunya	Director o directora de serveis del departament competent en matèria de seguretat pública	Directora de Serveis del Departament d'Interior	13795
Agència de Gestió d'Ajuts Universitaris i de Recerca (AGAUR)	Fins a un màxim de cinc vocals designats pel conseller/a del departament competent en universitats	Directora de Serveis del Departament de Recerca i Universitats	21715
Centre d'Alt Rendiment Esportiu (CAR)	El/la president/a del CAR que és la persona titular de la secretaria competent en matèria d'esports	Secretari general del Departament d'Esports	2558
Consell Català de l'Esport	El president o presidenta - secretari o secretària general de l'Esport	Secretari general del Departament d'Esports	2558
Institut Nacional d'Educació Física de Catalunya	Vicepresident/-  secretari/ària general de l’Esport	Secretari general del Departament d'Esports	2558
Consorci Catalunya Internacional	El titular de la secretaria sectorial competent en l'àmbit de l'acció exterior de l'Administració de	Secretari d'Afers Europeus, Multilaterals i de Cooperació al Desenvolupament	13801
Consorci Institut Europeu de la Mediterrània	Membres en representació de l'Administració de la Generalitat de Catalunya	Secretari d'Afers Europeus, Multilaterals i de Cooperació al Desenvolupament	13801
Consorci de l'Institut Ramon Llull	Representants de l'Administració de la Generalitat de Catalunya designats pel Govern	Secretari d'Afers Europeus, Multilaterals i de Cooperació al Desenvolupament	13801
Consorci de Serveis Universitaris de Catalunya (CSUC)	Membre nomenat pel conseller/a del departament competent en matèria d'universitats	Directora general de Planificació en Salut	19031
Fundació Institut d’Investigació en Ciències de la Salut Germans Trias i Pujol	Membre designat pel/per la titular del departament de la Generalitat competent en matèria de salut	Directora General de Planificació en Salut	19031
Fundació Institut d'Investigació Biomèdica de Bellvitge (IDIBELL)	Persones designades per la persona titular del departament de la Generalitat competent en salut	Directora General de Planificació en Salut	19031
Patronat de la Muntanya de Montserrat	El/la Vice-president/a segon/a que serà el/la conseller/a de la Presidència de la Generalitat	Conseller de la Presidència	6
Agència de Ciberseguretat de Catalunya	El/la president/a, que és el conseller/a  del dept competent en mat. de ciberseguretat i societat di	Conseller de la Presidència	6
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Conseller/a titular del departament al qual sigui adscrit el CTTI o persona que aquest designi	Conseller de la Presidència	6
Fundació Privada I2CAT, Internet i Innovació Digital a Catalunya	President/a. El/la conseller/a competent en telecomunicacions i polítiques digitals	Conseller de la Presidència	6
Consorci Porta Diagonal - Campus Clínic	La persona titular del dep de la Presidència, que exerceix la vicepresidència del Consell General	Conseller de la Presidència	6
Escola d'Administració Pública de Catalunya	El/la president/a de l'Escola	Conseller de la Presidència	6
Agència de Residus de Catalunya	Representants de la Generalitat	Director de l'Agència de Residus de Catalunya	6341
Consorci de l'Habitatge de l'Àrea Metropolitana de Barcelona	Membres designats pel govern a proposta de la persona titular del dep.competent en habitatge	Director de Promoció de l'Habitatge	3671
Consorci de l'Habitatge de Barcelona	Membre en representació de la Generalitat de Catalunya	Director de Promoció de l'Habitatge	3671
Consorci Administració Oberta de Catalunya	Membre designat pel Govern de la Generalitat, amb rang de secretari o director general	Secretari de Telecomunicacions i Transformació Digital	22581
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Representants de I'Administració de Ia Generalitat de Catalunya	Secretari de Telecomunicacions i Transformació Digital	22581
Agència de Ciberseguretat de Catalunya	El secretari o secretària sectorial competent en matèria de polítiques digitals.	Secretari de Telecomunicacions i Transformació Digital	22581
Agrupació Europea de Cooperació Territorial Hospital de la Cerdanya	Director/a del Servei Català de la Salut	Director del Servei Català de la Salut	3009
Servei Català de la Salut	El/la director/a del Servei Català de la Salut que serà vicepresident/a segon/a	Director del Servei Català de la Salut	3009
Fundació Casa Amèrica Catalunya	Patró designat per l'Administració de la Generalitat de Catalunya	Directora General de Cooperació al Desenvolupament	15754
Agència Catalana de Cooperació al Desenvolupament	Vicepresident/a, titular de DG del dept amb funcions de cooperació al desenvolupament.	Directora general de Cooperació al Desenvolupament	15754
Consorci per a la Normalització Lingüística	Vocal, fins a un màxim de 10, designat per l’Administració de la Generalitat	Director dels Serveis Territorials a Barcelona	2264
Consorci per a la Normalització Lingüística	Vocal, fins a un màxim de 10, designat per l’Administració de la Generalitat	Subdirector general de Llengües	13959
Agència Tributària de Catalunya	Vocal nat - director/a de l'Agència Tributària de Catalunya	Director de l'Agència Tributària de Catalunya	16456
Escola d'Administració Pública de Catalunya	El/la director/a general de la Funció Pública de la Generalitat de Catalunya	Directora general de Funció Pública	12720
Consorci Centre Internacional d'Investigació dels Recursos Costaners	Administració de la Generalitat de Catalunya	Director General de Política Marítima i Pesca Sostenible	4487
Consorci Patronat de la Vall de Núria	Representant de Ferrocarrils de la Generalitat de Catalunya	President del Consell d'Administració de Ferrocarrils de la Generalitat de Catalunya	3608
Autoritat del Transport Metropolità, Consorci per a la coordinació del sistema metropolità del transport públic de l'àrea de Barcelona	Vocals en representació de la Generalitat de Catalunya	President del Consell d'Administració de Ferrocarrils de la Generalitat de Catalunya	3608
Ferrocarrils de la Generalitat de Catalunya	Quatre representants del departament competent en matèria d'infraestructures i mobilitat	Director general de Polítiques de Muntanya	19852
Consorci Patronat de la Vall de Núria	Representant del departament de la Generalitat competent en matèria de territori	Director general de Polítiques de Muntanya	19852
Institut per al Desenvolupament i la Promoció de l'Alt Pirineu i Aran	Membre determinat pel Govern en representació de la Generalitat	Director general de Polítiques de Muntanya	19852
Consorci de l'Aeròdrom de la Cerdanya	Representant de la Generalitat de Catalunya, designat pel Dept de Territ, Habitatge i Transició Ecol	Director general de Polítiques de Muntanya	19852
Centre d'Alt Rendiment Esportiu (CAR)	El/la vicepresident/a que és el/la titular de la direcció del Consell Català de l'Esport	Directora del Consell Català de l'Esport	2570
Ens d'Abastament d'Aigua Ter-Llobregat	Una vocalia del departament competent en matèria de salut, amb rang mínim de sub-direcció general	Subdirectora general de Seguretat Alimentària i Protecció de la Salut	13566
Oficina de Suport a la Iniciativa Cultural	Persones representants direccions generals en què s'estructura departament comp en matèria cultura	Directora general de Cultura Popular i Associacionisme Cultural	2388
Fundació Mediterrània, Fira d'Espectacles d'Arrel Tradicional	Director/a del Centre de Prom. Cultura Popular i Tradicional Catalana que li correspon la vicep.2a.	Directora general de Cultura Popular i Associacionisme Cultural	2388
Consorci de l'Auditori i l'Orquestra	Vocal designat/da pe la persona titular del Departament de Cultura	Directora general de Cultura Popular i Associacionisme Cultural	2388
Agència Catalana del Patrimoni Cultural	Vocals en representació de diversos departaments de la Generalitat	Directora general de Cultura Popular i Associacionisme Cultural	2388
Fundació Institut Ramon Muntaner. Fundació Privada dels Centres d'Estudis de Parla Catalana	President/a a proposta del Departament de Cultura de la Generalitat de Catalunya	Directora general de Cultura Popular i Associacionisme Cultural	2388
Fundació Casa Amèrica Catalunya	Patró designat per l'Administració de la Generalitat de Catalunya	Directora general d'Afers Multilaterals	21048
Agència Catalana de Turisme	La vicepresidència executiva recau en el/la director/a general competent en matèria de turisme	Directora general de Turisme	5483
Consorci Museu Nacional d'Art de Catalunya	Vocals nomenats per la Generalitat de Catalunya	Directora general de Turisme	5483
Institut Català de la Vinya i el Vi	El/la secretari/ària general del departament competent en matèria d'agricultura	Secretària general d'Agricultura, Ramaderia, Pesca i Alimentació	4169
Agència de Residus de Catalunya	Representants de la Generalitat	Gerent de l'Agència Catalana de l'Aigua	10679
Agència Tributària de Catalunya	Interventor/a general, amb veu però sense vot	Interventor general	1363
Centre de Recerca en Economia Internacional (CREI)	Vocal designat pel titular del departament de la Generalitat competent en matèria d'economia	Director general d'Anàlisi i Prospectiva Econòmica	19793
Consorci Institut Català d'Avaluació de Polítiques Públiques (Ivàlua)	Vocals nomenats pel departament competent en matèria d'economia i finances	Director general d'Anàlisi i Prospectiva Econòmica	19793
Institut d'Estadística de Catalunya	Persona titular de la unitat directiva del departament, a la qual s'adscriu l'Idescat	Director general d'Anàlisi i Prospectiva Econòmica	19793
Ferrocarrils de la Generalitat de Catalunya	Quatre representants del departament competent en matèria d'infraestructures i mobilitat	Director general d'Infraestructures de Mobilitat	3626
Infraestructures Ferroviàries de Catalunya	Vocals nomenats pel Govern, a proposta del conseller/a comp. en matèria de transport ferroviari	Director general d'Infraestructures de Mobilitat	3626
Autoritat del Transport Metropolità, Consorci per a la coordinació del sistema metropolità del transport públic de l'àrea de Barcelona	Vocals en representació de la Generalitat de Catalunya	Director general d'Infraestructures de Mobilitat	3626
Consorci de l'Institut Ramon Llull	Representants de l'Administració de la Generalitat de Catalunya designats pel Govern	Director de l'Institut Català de les Empreses Culturals	11723
Institució de les Lletres Catalanes	El/la vicepresident/a que correspon al director/a de la Institució de les Lletres Catalanes	Director de la Institució de les Lletres Catalanes	2387
Consorci de l'Institut Ramon Llull	Representant de la Institució de les Lletres Catalanes	Director de la Institució de les Lletres Catalanes	2387
Oficina de Suport a la Iniciativa Cultural	Persona representant de la Institució de les Lletres Catalanes	Director de la Institució de les Lletres Catalanes	2387
Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat de Catalunya	El/la vicepresident/a, que és la pers titular de la unit direct compet en mat difusió institucional	Directora general de Difusió	19786
Institut de Seguretat Pública de Catalunya	Director o directora competent en matèria de medi natural	Directora general dels Agents Rurals	20185
Centre d'Atenció i Gestió de Trucades d'Urgència 112 Catalunya	Persona titular de la unitat directiva del comandament del cos superior d'Agents Rurals	Directora general dels Agents Rurals	20185
Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat de Catalunya	Persona titular de la unitat directiva competent en matèria de polítiques i serveis digitals	Directora general de Serveis Digitals i Experiència Ciutadana	19785
Consorci Administració Oberta de Catalunya	Membre designat pel Govern de la Generalitat, amb rang de secretari o director general	Directora general de Serveis Digitals i Experiència Ciutadana	19785
Consorci Institut Català d'Avaluació de Polítiques Públiques (Ivàlua)	Vocals nomenats pel departament competent en matèria d'economia i finances	Directora General de Pressupostos	1300
Agència Tributària de Catalunya	Vocal nat - director/a general de Pressupostos	Directora general de Pressupostos	1300
Biblioteca de Catalunya	Vicepresidència tercera correspon al/la director/a de la Biblioteca de Catalunya	Directora de la Biblioteca de Catalunya	2407
Agència de Ciberseguretat de Catalunya	El/la vicepresident/a primer/a, que és el secretari/ària del dept competent en mat. de cibersegureta	Secretària general de la Presidència	14
Consorci Fira Internacional de Barcelona	Vocal designat per la Generalitat de Catalunya	Secretària general de la Presidència	14
Consorci Administració Oberta de Catalunya	Membre designat pel Govern de la Generalitat, amb rang de secretari o director general	Secretària general de la Presidència	14
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Representants de I'Administració de Ia Generalitat de Catalunya	Secretària general de la Presidència	14
Consorci Porta Diagonal - Campus Clínic	La persona titular de la Secretaria General del Departament de la Presidència	Secretària general de la Presidència	14
Consorci de Formació Professional d'Automoció	Representant de l'Administració de la Generalitat de Catalunya	Secretari de Formació Professional	23477
Consorci de Formació Professional d'Automoció	Representant de l'Administració de la Generalitat de Catalunya	Secretari de Treball	21662
Consorci Institut Europeu de la Mediterrània	Membres en representació de l'Administració de la Generalitat de Catalunya	Director general d'Afers de la Unió Europea	22950
Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat de Catalunya	Persona tit unitat direct del dept compet en mat justícia amb funcions programes normalitz lingüísti	Secretària per a l'Administració de Justícia	15771
Centre d'Atenció i Gestió de Trucades d'Urgència 112 Catalunya	Director/a del Centre d'Atenció i Gestió de Trucades d'Urgència 112 amb veu i sense vot	Directora del Centre d'Atenció i Gestió de Trucades d'Urgència 112 Catalunya	16180
Oficina de Suport a la Iniciativa Cultural	Administrador/a de l'Oficina de Suport a la Iniciativa Cultural	Administradora de l'Oficina de Suport a la Iniciativa Cultura	18669
Agència Catalana de Turisme	La vicepresidència recau en el secretari o secretària sectorial competent en matèria de turisme	Secretari d'Empresa i Competitivitat	19035
Agència Catalana del Consum	El/la vicepresident/a que serà el/la titular de la secretaria general/sectorial en matèria de consum	Secretari d'Empresa i Competitivitat	19035
Consorci de Formació Professional d'Automoció	Representant de l'Administració de la Generalitat de Catalunya	Secretari d'Empresa i Competitivitat	19035
Agència per a la Competitivitat de l’Empresa	Vicepresident/a secretari/ària sectorial en matèria d'indústria	Secretari d'Empresa i Competitivitat	19035
Consorci de Comerç, Artesania i Moda de Catalunya	El/la secretari/ària sectorial en matèria de comerç, en qualitat de vicepresident/a executiu/va	Secretari d'Empresa i Competitivitat	19035
Escola d'Administració Pública de Catalunya	El/la director/a de l'Escola	Director de l'Escola d'Administració Pública de Catalunya	592
Centre d'Estudis Jurídics i Formació Especialitzada	La persona titular de la direcció de l'Escola d'Administració Pública de Catalunya	Director de l'Escola d'Administració Pública de Catalunya	592
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Representants de I'Administració de Ia Generalitat de Catalunya	Secretari del Govern	10828
Agència de Ciberseguretat de Catalunya	El/la secretari/ària del Govern	Secretari del Govern	10828
Institut Català de la Vinya i el Vi	El/la director/a general competent en matèria de qualitat agroalimentària	Director general d'Empreses Agroalimentàries, Qualitat i Gastronomia	15794
Fundació Catalana per a la Recerca i la Innovació (FCRi)	Patró designat pel/per la titular del departament de la Generalitat competent en agricultura	Director General d'Empreses Agroalimentàries, Qualitat i Gastronomia	15794
Consorci de l'Observatori del Paisatge	Administració de la Generalitat de Catalunya	Director general del Patrimoni Cultural	2284
Agència Catalana del Patrimoni Cultural	Vocals en representació de diversos departaments de la Generalitat	Director general del Patrimoni de la Generalitat de Catalunya	1488
Infraestructures Ferroviàries de Catalunya	Vocals nomenats pel Govern, a proposta del conseller/a comp. en matèria de transport ferroviari	Director general del Patrimoni de la Generalitat de Catalunya	1488
Ens d'Abastament d'Aigua Ter-Llobregat	Una vocalia del departament competent en matèria d'economia, amb rang mínim de sub-direcció general	Director general del Patrimoni de la Generalitat de Catalunya	1488
Agència Catalana de l'Aigua (ACA)	Representant del departament competent en economia	Director general del Patrimoni de la Generalitat de Catalunya	1488
Fundació Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès	La persona titular de la Direcció General del Patrimoni de la Generalitat de Catalunya	Director general del Patrimoni de la Generalitat de Catalunya	1488
Consorci per a la reforma de la Granvia i del Samontà a l'Hospitalet de Llobregat	Vocal repr dept en mat d'ord del territ i urban amb rang orgànic mín director/a g, o d'un altre dept	Director general del Patrimoni de la Generalitat de Catalunya	1488
Ens d'Abastament d'Aigua Ter-Llobregat	Una vocalia de la direcció general competent en mat. d'aigua, amb rang mínim de subdirecció general	Director general de Transició Hídrica	23486
Memorial Democràtic	El director/a del Memorial Democràtic	Director del Memorial Democràtic	13794
Consorci del Museu Memorial de l'Exili	Representant nom. pel Govern de la Generalitat, a proposta depart. competent en memòria democràtica	Director del Memorial Democràtic	13794
Consorci de l'Habitatge de l'Àrea Metropolitana de Barcelona	Membres designats pel govern a proposta de la persona titular del dep.competent en habitatge	Director de Qualitat de l'Edificació i Rehabilitació de l'Habitatge	14182
Consorci de l'Habitatge de Barcelona	Membre en representació de la Generalitat de Catalunya	Director de Qualitat de l'Edificació i Rehabilitació de l'Habitatge	14182
Agència de Residus de Catalunya	El vicepresident/a, que és el secretari/ària general del departament competent en medi ambient	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Ens d'Abastament d'Aigua Ter-Llobregat	La Vicepresidència, que és exercida per la persona titular de la Secretaria General del departament	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Representants de I'Administració de Ia Generalitat de Catalunya	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Institut Català d'Energia (ICAEN)	El vicepresident o vicepresidenta	Secretari General del Departament de Territori, Habitatge i Transició Ecològica	3399
Consorci del Besòs	Representant del departament compet en territori	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Agència de l'Habitatge de Catalunya	Persones que determini el Govern en representació de la Generalitat i entitats relacionades	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Infraestructures Ferroviàries de Catalunya	Vocals nomenats pel Govern, a proposta del conseller/a comp. en matèria de transport ferroviari	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Consorci Fira Internacional de Barcelona	Vocal designat per la Generalitat de Catalunya	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Institut Català del Sòl (INCASÒL)	Representants de la Generalitat que assenyali el Govern	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Autoritat del Transport Metropolità, Consorci per a la coordinació del sistema metropolità del transport públic de l'àrea de Barcelona	Vocals en representació de la Generalitat de Catalunya	Secretari general del Departament de Territori, Habitatge i Transició Ecològica	3399
Consorci per a la Protecció i la Gestió dels Espais Naturals del Delta del Llobregat	Representant de la Generalitat de Catalunya	Director de l'Agència Catalana de l'Aigua (ACA)	10647
Agència Catalana de l'Aigua (ACA)	Vicepresident/a - Titular de la Direcció de l’Agència	Director de l'Agència Catalana de l'Aigua (ACA)	10647
Institut de Seguretat Pública de Catalunya	Director o directora competent en matèria de policia	Director general de la Policia	866
Fundació Privada Institut d'Estudis Financers	Departament d'Economia i Finances	Director general de Política Financera, Assegurances i Tresor	1274
Oficina de Suport a la Iniciativa Cultural	La presidència que correspon al/la titular secretaria general departament competent matèria cultura	Secretari general de Cultura	2228
Consorci per a la Protecció i la Gestió de l'Espai d'Interès Natural Serra de Llaberia	Departament d’Acció Climàtica, Agricultura i Alimentació, representat per fins a 3 persones.	Subdirector general de Biodiversitat i Medi Natural	18273
Consorci Patronat de la Vall de Núria	Representant del departament de la Generalitat competent en medi ambient	Subdirector general de Biodiversitat i Medi Natural	18273
Fundació Centre de Recerca en Agrotecnologia, AGROTECNIO	La persona titular de la Direcció General de l’Institut de Recerca i Tecnologia Agroalimentàries	Director general de l'Institut de Recerca i Tecnologia Agroalimentàries	4436
Centre d'Estudis d'Opinió	Secretari/ària del Consell Rector que serà el director/a del CEO, amb veu i sense vot	Director del Centre d'Estudis d'Opinió	14372
Fundació Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès	Membre designat pel titular del departament de la Generalitat competent en matèria d'economia	Secretari general del Departament d'Economia i Finances	19777
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya	Representants de I'Administració de Ia Generalitat de Catalunya	Secretari general del Departament d'Economia i Finances	19777
Institut d'Estadística de Catalunya	Secretari/ària general del departament competent en gestió i coordinació del SEC	Secretari general del Departament d'Economia i Finances	19777
Consorci Fira Internacional de Barcelona	Vocal designat per la Generalitat de Catalunya	Secretari general del Departament d'Economia i Finances	19777
Infraestructures Ferroviàries de Catalunya	Vocals nomenats pel Govern, a proposta del conseller/a comp. en matèria de transport ferroviari	Secretari general del Departament d'Economia i Finances	19777
Fundació Institut de Ciències Fotòniques (ICFO)	Patró designat pel conseller/a del departament competent en matèria de recerca	Directora de la Fundació Institució dels Centres de Recerca de Catalunya	18791
Agència de Ciberseguretat de Catalunya	El/la director/a de l'Agència de Ciberseguretat de Catalunya	Directora de l'Agència de Ciberseguretat de Catalunya	21284
Consorci de l'Habitatge de Barcelona	Membre en representació de la Generalitat de Catalunya	Secretària d'Habitatge	21702
Agència de l'Habitatge de Catalunya	El president o presidenta	Secretària d'Habitatge	21702
Consorci de l'Habitatge de l'Àrea Metropolitana de Barcelona	El/La vicepresident/a designat/ada pel/per la conseller/a del dep. competent en matèria d'habitatge	Secretària d'Habitatge	21702
Institut Català del Sòl (INCASÒL)	Representants de la Generalitat que assenyali el Govern	Secretària d'Habitatge	21702
Centre Internacional de Mètodes Numèrics a l’Enginyeria (CIMNE)	Representant de la Generalitat amb competències en matèria d'infraestructures i mobilitat	Secretari de Mobilitat i Infraestructures	12660
Institut Català del Sòl (INCASÒL)	Representants de la Generalitat que assenyali el Govern	Secretari de Mobilitat i Infraestructures	12660
Autoritat del Transport Metropolità, Consorci per a la coordinació del sistema metropolità del transport públic de l'àrea de Barcelona	Vocals en representació de la Generalitat de Catalunya	Secretari de Mobilitat i Infraestructures	12660
Ferrocarrils de la Generalitat de Catalunya	Quatre representants del departament competent en matèria d'infraestructures i mobilitat	Secretari de Mobilitat i Infraestructures	12660
Ports de la Generalitat	El/la president/a de Ports de la Generalitat, que és el secret de Mobilitat i Infraestructures	Secretari de Mobilitat i Infraestructures	12660
Infraestructures Ferroviàries de Catalunya	President/a  nomenat pel Govern a proposta del conseller/a comp en matèria de transport ferroviari	Secretari de Mobilitat i Infraestructures	12660
Institut Català de les Empreses Culturals	Vocal en representació del departament competent en radiodifusió i televisió	Director general de Mitjans de Comunicació	85
Centre de la Propietat Forestal	Vocal representant dept competent en matèria de polítiques ambientals amb rang mínim SDG	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci Estany d'Ivars i Vila-sana	Representant del Departament de Territori i Sostenibilitat	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci del Parc de l'Espai d'Interès Natural de Gallecs	Dos representants de l'AGE designats pel titular del dept compet en mat d'ordenació del territori	Director General de Polítiques Ambientals i Medi Natural	6307
Consorci Centre de Ciència i Tecnologia Forestal de Catalunya	Representant de la Generalitat de Catalunya	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci de l'Estany	Departament d’Acció Climàtica, Agricultura i Alimentació	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci del Museu de Ciències Naturals de Barcelona	Departament de Cultura	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci del Parc de la Serralada Litoral	Departament d’Acció Climàtica, Agricultura i Alimentació	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci per a la Protecció i la Gestió de l'Espai d'Interès Natural de l'Alta Garrotxa	Representant de la Generalitat de Catalunya	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci per a la Protecció i la Gestió de l'Espai d'Interès Natural Serra de Llaberia	Departament d’Acció Climàtica, Agricultura i Alimentació, representat per fins a 3 persones.	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci per a la Protecció i la Gestió dels Espais d'Interès Natural del Ripollès	Representant del departament de l'Administració de la Generalitat competent en medi natural	Director general de Polítiques Ambientals i Medi Natural	6307
Consorci del Parc Natural de la Serra de Collserola	Membre en representació de la Generalitat de Catalunya	Director general de Polítiques Ambientals i Medi Natural	6307
Centre de Visió per Computador	Vocal que representa la Generalitat a proposta del departament competent en polítiques digitals	Secretària de Polítiques Digitals	19783
Consorci de Serveis Universitaris de Catalunya (CSUC)	Membre nomenat pel conseller/a del departament competent en matèria d'universitats	Secretària de Polítiques Digitals	19783
Consorci Administració Oberta de Catalunya	Membre designat pel Govern de la Generalitat, amb rang de secretari o director general	Secretària de Polítiques Digitals	19783
Consorci de l'Aeròdrom de la Cerdanya	El/la president/a del Consorci és el/la conseller/a de Territ, Habitatge i Transic Eco o pers design	Directora general de Transports i Mobilitat	3520
Ports de la Generalitat	El/la vicepresident/a de Ports de la Generalitat, que és el DG de Transports i Mobilitat	Directora General de Transports i Mobilitat	3520
Autoritat del Transport Metropolità, Consorci per a la coordinació del sistema metropolità del transport públic de l'àrea de Barcelona	Vocals en representació de la Generalitat de Catalunya	Directora general de Transports i Mobilitat	3520
Ferrocarrils de la Generalitat de Catalunya	Quatre representants del departament competent en matèria d'infraestructures i mobilitat	Directora general de Transports i Mobilitat	3520
Consorci Port de Mataró	President nomenat pel conseller del departament competent en matèria de ports	Directora general de Transports i Mobilitat	3520
Infraestructures Ferroviàries de Catalunya	Vocals nomenats pel Govern, a proposta del conseller/a comp. en matèria de transport ferroviari	Directora general de Transports i Mobilitat	3520
Consorci de l'Observatori del Paisatge	Administració de la Generalitat de Catalunya	Subdirectora general d'Estratègies Territorials i Paisatge	19970
Consorci de l'Institut Ramon Llull	Representants de l'Administració de la Generalitat de Catalunya designats pel Govern	Directora general d'Innovació i Cultura Digital	21672
Oficina de Suport a la Iniciativa Cultural	Persones representants direccions generals en què s'estructura departament comp en matèria cultura	Directora general d'Innovació i Cultura Digital	21672
Consorci de Comerç, Artesania i Moda de Catalunya	La persona titular de la Direcció General competent en matèria de comerç	Directora general de Comerç	5457
Institut Català de les Empreses Culturals	Vocal en representació del departament competent en matèria d'indústria i de comerç	Directora general de Comerç	5457
Institut de Seguretat Pública de Catalunya	Director o directora competent en matèria de protecció civil	Directora general de Protecció Civil	15681
Servei Meteorològic de Catalunya	Membres designats pel Govern en representació de la Generalitat, amb rang mínim de director/a	Directora general de Protecció Civil	15681
Centre d'Atenció i Gestió de Trucades d'Urgència 112 Catalunya	Persona titular de la unitat directiva competent en matèria de protecció de civil.	Directora general de Protecció Civil	15681
Institut de Seguretat Pública de Catalunya	Director o directora de l'Institut de Seguretat Pública de Catalunya	Directora de l'Institut de Seguretat Pública de Catalunya	858
Autoritat Catalana de Protecció de Dades	El director/a de l'ACPD assisteix a les reunions, amb veu i sense vot	Directora de l'Autoritat Catalana de Protecció de Dades	13751
Consorci de l'Habitatge de l'Àrea Metropolitana de Barcelona	Membres designats pel govern a proposta de la persona titular del dep.competent en habitatge	Director de l'Agència de l'Habitatge de Catalunya	18035
Institut Català del Sòl (INCASÒL)	Representants de la Generalitat que assenyali el Govern	Director de l'Agència de l'Habitatge de Catalunya	18035
Consorci de l'Habitatge de Barcelona	Membre en representació de la Generalitat de Catalunya	Director de l'Agència de l'Habitatge de Catalunya	18035
Patronat de la Muntanya de Montserrat	El/la conseller/a del departament competent en matèria de turisme	Conseller d'Empresa i Treball	19775
Consorci de Comerç, Artesania i Moda de Catalunya	El/la conseller/a competent en matèria de comerç, en qualitat de president/a	Conseller d'Empresa i Treball	19775
Biocat, la Fundació BioRegió de Catalunya	El/la titular del Departament competent en matèria d'indústria	Conseller d'Empresa i Treball	19775
Agència Catalana de Turisme	La presidència correspon al conseller/a del departament competent en matèria de turisme	Conseller d'Empresa i Treball	19775
Consorci Casa Àsia	Membre en representació de la Generalitat de Catalunya	Conseller d'Empresa i Treball	19775
Agència per a la Competitivitat de l’Empresa	President/a el/la conseller/a del departament competent en matèria d'indústria	Conseller d'Empresa i Treball	19775
Agència Catalana del Consum	El/la president/a que serà el/la conseller/a del departament competent en matèria de consum	Conseller d'Empresa i Treball	19775
Consorci Fira Internacional de Barcelona	El/la conseller/a del Dept d’Indústria, Comerç i Turisme, que és el/la vicepresident/a primer/a	Conseller d'Empresa i Treball	19775
Servei Públic d'Ocupació de Catalunya	El/la president/a, que és el/la conseller/a del departament competent en matèria d’ocupació	Conseller d'Empresa i Treball	19775
Consorci de la inspecció de Treball i Seguretat Social de Catalunya	Departament d'Empresa i Treball	Conseller d'Empresa i Treball	19775
Consorci de l'Observatori del Paisatge	Administració de la Generalitat de Catalunya	Director general d'Universitats	131
Centre d'Estudis Jurídics i Formació Especialitzada	La persona titular de la Direcció General d'Universitats	Director general d'Universitats	131
Agència per a la Qualitat del Sistema Universitari de Catalunya	Persones del departament competent en matèria d’universitats, nomenades pel conseller corresponent	Director general d'Universitats	131
Escola d'Administració Pública de Catalunya	El/la director/a general d'Universitats	Director general d'Universitats	131
